String,Symbol,Library,LibraryPath
unbound,rectLibHashCmp,,
switch( %L ). ,edgeLibHashCmp,,
Illegal switch() argument - ,utlFlatFigOffset,,
illegal switch() argument - ,utlClusterPropDA,,
Undefined layer - %L,utlCurrShapeProp,,
illegal empty layer - ,utlLastShapeProp,,
 ignored - %L,RepeatCount,,
Redundant input of switch(),RepeatTable,,
ivIf() statement,CrossRefCount,,
Illegal condition item '%L' ,CrossRefTable,,
empty( ,utlEdgeModelLib,,
"switch( ""%s"" ) ",utlRectModelLib,,
&& ,utlModelLib,,
|| ,laPresent.35181,,
    else,laEdge.35182,,
    if( ,utlConvertShapesToEdges.constprop.0,,
then,utlovlp.c,,
rccond.c - rcaThen,utlrmintern.c,,
rccond.c - rcaElse,del_ed,,
rccond.c - rcaSwitch,leftSort,,
rccond.c - rcaEmpty,riteSort,,
rccond.c - rcaAnd,serialSort,,
rccond.c - rcaOr,split_ed,,
rccond.c - rcaNull,get_ed,,
rccond.c - top,rev_comp,,
rccond.c - pack,colinear,,
%6d. ivIf(),prevEdge,,
switch,IgnoreRegionConflicts,,
%6d. ivIf( %L,collinear2,,
Empty ivIf statement,startingPair,,
"Please use the following syntax: switch( ""%L"" )",crossPair,,
:- %L is not an original graphic layer,processPairs,,
It is treated as a non empty layer,utlSelectEdgesAndProcessPairs,,
empty() is supported for original graphic layers only;,utlSelectEdgesAndProcessPairs.constprop.0,,
Unknown condition operator %L ,utlSelectEdgesAndProcessPairs.constprop.1,,
found in this ivIf() statement,utlProcessPairsBySerial,,
rcEvalCond - Tried to pop() with nothing on stack.,IgnoreRegionConflicts2,,
rcEvalCond - No more room on stack to push() new value.,utlufdrc.c,,
Missing keyword 'then' in this ivIf() statement,utlDrcEncFindUfEdgeEdgeToPoly,,
rcconnect.c,utlIsDrcEdgeUf,,
rcconnect.c - orgsvialevel,utlDrcProveRedundantUf,,
rcconnect.c - gblcontacts,utlusflat.c,,
rcconnect.c - oldList2,pointLineDistance,,
%s1.nct,multShrinkManhattanFun,,
%s1.nnt,growManhattanFun,,
%s0.nct,putRotatedTile.constprop.0,,
%s0.nnt,putRotatedTile.constprop.1,,
Interconnect layer ',shrinkGrowManhattanFun,,
' is not a derived layer,shrinkManhattanFun,,
Input layer ',shrinkFun,,
patch_%s_%s,shrinkAngledFun2,,
%s = buttOrOver( %s %s ),shrinkAngledFun,,
 ;  via( ,TileXYTree,,
 ;  overlap( ,vardatareduce.c,,
 ;  %s = buttOrOver( ,staticsSet.31030,,
    <<<<< Label CMD >>>>>,sepInOutKFactor.31038,,
"label = %d,",defaultKFactor.31039,,
rcconnect.c - indent,andNotKFactor.31032,,
 ;  label( ,geomKFactor.31033,,
%s    ( %s ,smallKFactor.31031,,
rcPDVvia*,selectKFactor.31034,,
Text can't attach to layer: ,usKFactor.31035,,
rcViaList*,osKFactor.31036,,
Max via list reached,drcKFactor.31037,,
rcconnect.c - thisPack,varpromote.c,,
First Layer ',updateCell,,
rcconnect.c - pack,AllDeletedShapes,,
%s_UnconnectedVias,AllAddedShapes,,
soft,AllDeletedOvers,,
svia,varresolve.c,,
%6d. geomConnect(),varHashKey,,
appOldAntennaCheck,varHashCmp,,
geomConnect%L,NewVariantCount,,
; expects 'error = layerName',AllDeletedShapes,,
; expects error layer name,AllDeletedOvers,,
viaLayer ',varunstabledevices.c,,
Expecting Diva syntax within ,processCellStack,,
_%s_NOT_%s,unfPresDevDetect,,
' is not a graphics layer,overrideShapeFunc,,
' is not a text layer,collectUnstableDevices,,
Input text layer ',varutil.c,,
Input Layer ',varCopyDetailShapeInstFlags,,
probe,verifyArrayValidity,,
probe(),deleteAllAssocCellOverrides,,
(AVRC-10465): The conLayer ',stronglyInvalidateArray,,
avConnectErrLayer,vdbbbox.c,,
appNewSoft,addBBoxToBBoxList.isra.0,,
softLyrs,archeck.c,,
Soft layer ,getShapesInWindow,,
Soft layer: ,consumerFunc,,
Via Layer: ,arfill.c,,
StampErrorMult,avtresources.c,,
%6d. geomConnect%L,avtPrtBldStepName,,
geomStamp(),avtvr,,
    <<<<< GEOM CONNECT >>>>>,svr.31182,,
"via = %d,",tvr.31207,,
"svia = %d,",edgmain.c,,
"overlap = %d,",printInfo,,
"buttOrOver = %d,",edgnew.c,,
"probe = %d,",edgoplyr.c,,
""" """,edgEdgeHashKey,,
%schangeLabel( %s),edgEdgeHashComp2,,
"%schangeLabel( cell( ""%s"" ) ",twoEdgesCanBeMerged,,
%sjoinableNet(),EdgPolyTouchingUf,,
%sjoinableNet( %s),edgEdgeInsideEdge,,
"%sjoinableNet( cell( ""%s"" ) ",GetInteractingEdgesAndPolygons,,
%sjoinableNet( cell( %s) ),edgoutput.c,,
%smustJoinNet(),addEdgesToLists,,
%smustJoinNet( %s),addVCedgesToLists,,
"%smustJoinNet( cell( ""%s"" ) ",compareAngledSegments,,
%smustJoinNet( cell( %s) ),compareLineSegments,,
%sgeomConnect(,processList,,
%s    incremental,processList2,,
%s via( ,edgtrim.c,,
%s svia( ,initEdgeList,,
%s overlap( ,EdgePool,,
%s buttOrOver( ,writeSegments,,
%s label( ,edgeSerialNumber.33716,,
%s    via( %s ,orderPoints,,
%s    svia( %s ,getCoinOrButtingIntPoints,,
%s    overlap( %s ,analyzeIntersectionPoints,,
%s    buttOrOver( %s ,lastEndip.33736,,
%s    label( %s ,lastx1.33737,,
%s    probe( %s ,lasty1.33738,,
%s    soft( ,trimEdgeListToPoly,,
%s) ,p.33811,,
    geomFlushConnect( ,allocp.33812,,
    [%d] %s = %d,trimEdges,,
rcconnect.c - gblinterconnects,trimEdgeListToPolyn,,
' is also used as a contact layer,p.33840,,
' is an edge file which is an illegal input,allocp.33841,,
    <<<<< Via CMD >>>>>  In1 = %d  In2 = %d,edgutil.c,,
    <<<<< Overlap CMD >>>>>  In1 = %d  In2 = %d,edgUfOverride,,
    <<<<< ButtOrOver CMD >>>>>  In1 = %d  In2 = %d,encrb64.c,,
 is not in geomConnect command,table,,
Overlap subcommand of geomConnect does not support 3 inputs.,gvgglobal.c,,
' has been used more than once in the overlap() functions,gvgovl.c,,
geomConnect command with incremental function can not be used in Diva mode...,gvgSplitOvsInCell,,
%6d. XXX( ... geomConnect%L ...),gvgpromote.c,,
geomConnect command cannot be nested ...,shapeKey,,
(AVRC-10134) : geomConnect() is used after device extraction commands. It will cause changing connectivity of devices already extracted and further issues during probing.,shapeCmp,,
Unknown input '%L' found in this ,addShapeCmp,,
' has been used in both svia() and  via() functions,processInstance.isra.0,,
' has been used more than once in the via() functions,gvgutil.c,,
ButtOrOver subcommand of geomConnect does not support 3 inputs.,keyCountPair,,
' has been used in both svia() and  ButtOrOver() functions,compCountPairs,,
        Diva does not support svia().,countGroupPlacementGuts,,
' has been used more than once in the svia() functions,getGroupInstArr,,
' has been used in more than once in the svia() functions,str.31308,,
' has been used in both via() and  svia() functions,gvgvartbl.c,,
geomConnect : Bad input layer found in svia(),shapeKey,,
' can only be used for identification,shapeCmp,,
"purposes, and it must not be used in a label() statement",instKey,,
Only one soft() statement is allowed per ,instCmp,,
soft() requires at least one layer as input,gvgClearVarTableEntry,,
' to soft() is not a derived layer,gvgDumpGroupVar,,
There should be exactly one connect layer in the probe() statement in ,gvgCompOvLists.isra.0,,
 Only one Input layer allowed for ,gvgCompOvs,,
' in probe statement must be used in any other geomConnect section,ingrid.c,,
required in this geomConnect() command,hashRowKey,,
"At least one via, svia, label, overlap, or buttOrOver function is ",hashLibKey,,
 is not found in any via() statement,hashLibCmp,,
 cannot be a layer in a overlap() statement.,gridOfPoint,,
 cannot be a layer in a svia() statement.,gridSize,,
 cannot be a via layer in a via() statement.,yminGrid,,
 may not be used in any label() statement,nxcolsGrid,,
 found in two via() statement which have different via layers,xminGrid,,
 should be paired with at least one interconnect layer that is not soft,geogGrid,,
"The geomConnect is in incremental mode, ",createPartitionCells,,
Errors are introduced by this section ,numVampGrids,,
but may be result of combination with previous.,vampGridList,,
   <<<< geomFLushConnect >>>>  ,gridClipper,,
`y,createDataWindows,,
@y,maxLayer,,
validateSoft,skipLayer,,
isLayerInViaList,appUseSetTopGroup,,
exportLayers() can only contain layer names.,instRowCmp,,
(AVRC-10274) : Output layer %s is not mentioned in exportLayers section.,hashRowCmp2,,
Internal error (2) for encryption rules. Please file a PCR.,RegisterArea.isra.0,,
"Exported layer ""%s"" not generated in the last encrypted block",vampGridListSize,,
rcdecrypt.c - encryptedOutputTable,adjEdgeInOrOnBBox.isra.0,,
avDecrypt - This can only be used inside the 'drcExtractRules' command.,angledEdgeWouldBeCut,,
"The layerDefs section cannot be encrypted, and encryption of",numPoints,,
is not supported for Diva rule decks (which do not contain layerDefs).,points,,
A layerDefs section was not encountered prior to avDecrypt,cutShapeToGrid.constprop.0,,
?keepData disabled for rule decks containing encrypted rules.,hashRowCmp,,
Use the keepLayer facility to prevent layers from being deleted from,buildArrayRows.isra.0,,
?quickTestDump disabled for rule decks containing encrypted rules.,recursiveSlice,,
Use the keepLayer facility to prevent layers from being deleted,appMaxNumInsts,,
?limitRunTo disabled for rule decks containing encrypted rules.,appMaxNumShapes,,
Found unrecognized symbol %s in avDecrypt,minGridCellEdge,,
Error compiling encrypted rules,gridIntvl,,
The encrypted text was tampered.,longEdgeThreshold,,
Encryption version mismatch. The version of the algorithm,verticalCutCost,,
used for encryption (%d) does not match the version of the,avgEdgeLength,,
algorithm used for decryption (%d). Please contact your rule,horizontalCutCost,,
deck vendor for an updated rule deck or update your version of,largeInsts,,
Assura.,cellHaloDistance,,
avEncrypt cannot be used recursively,smallInsts,,
avEncrypt - This can only be used inside the 'drcExtractRules' command.,shapeInsts,,
A layerDefs section was not encountered prior to avEncrypt.,gridOneCell,,
rcdecrypt.c - outBuffer,appLongEdgeCoeff,,
rcdecrypt.c - outBufferSize,appMaxCellCovPercent,,
rcdecrypt.c - decryptId,nyrowsGrid,,
rcdecrypt.c - exportLayerList,geogNodeList,,
from the database.,visited,,
exportLayers,keepShapes,,
encryptionLabel,keepShapeCount,,
untrace(t),appMaxProtrude,,
_stacktrace,gridFlag,,
_stacktrace = %d,inTmpTurnOffLVS,,
task %d depends on task %d layer %s,inlvspre.c,,
Task dependencies for analyzing skipped layers:,hname,,
%4d:,cname,,
     ,inPrintCellTypeInHash,,
   er,cdev,,
Encounter geomConnect or geomFlushConnect,hdev,,
"Max space for i/o/m lyrs %d, needs %d/%d/%d, task %d.",inFillBindingCellsInHashFunc.part.0,,
"task %d, lyr [%s %d], ver %d instead of 2",inutil.c,,
  Dep level %d,seqHash,,
=================,seqComp,,
  Dep level %d: ,instHash,,
  --------------,instComp,,
"Tsk [%s %d], lyr [%s %d %d] ---> tsk [%s %d], lyr [%s %d %d]",findDataWindowAdjacencies,,
"    Tsk [%s %d], lyr [%s %d %d] <--- tsk [%s %d], lyr [%s %d %d]",smallCellSize.30938,,
Task %d has %d inEdges but recorded %d inEdges,TextPathTable,,
rcdepgraph.c,flattenFunc,,
appMPNoLinkedTasks,ovlglobal.c,,
Task List:,rchalo.c,,
" linkedTask %d, nextGroup %d",haloHash,,
     Inputs: ,haloComp,,
     Outputs: ,gain.part.0,,
 [%s %d %d],rule,,
rulegroup.info,haloTable,,
Can't open rulegroup.info,layer,,
-----------------,layer2,,
i = %d,rgnover.c,,
number of inputs= %d,ovRegionHashKey,,
inputs ,ovRegionHashCmp,,
%d,abbrevOverrideHashKey,,
number of tasks = %d,abbrevOverrideHashCmp,,
tasks ,rootRegionKey,,
Expecting one argument to spiceModel but got: %L in ,rootRegionCmp,,
An empty string is not allowed in spiceModelce.,matchHashKey,,
"Invalid charactor, \%04o, in spiceModel. '%s'",matchCmpKey,,
Expecting one argument to cellView but got: %L in ,regionHashKey,,
An empty string is not allowed in cellView,regionCmpKey,,
"Only 'cell [view [library]]' is allwed in cellView,",setOverrideOrigRegionNum,,
cellView is not allowed for Diva rules in ,ovMatchHash,,
Expecting a string input to prefixDevice but got: %L in ,matchOverridesToOrigRegionNum,,
Expecting one argument to prefixDevice but got: %L in ,bringUpPinRgnNum,,
Incorrect arguments count in textProperty of %s. Input layer is missing.,rgniOverAssocUnfriendly.part.0,,
Parameter name in textProperty of %s is empty string.,RootGroup,,
Default parameter value in textProperty of %s is empty string.,ovImageHash,,
optional() must be the last argument of terminals in ,overrideIdArray,,
Non-optional terminals must precede optional() in ,rgniOverAssocUnfriendly,,
Only one optional() per each terminal layer is allowed in ,rgniOverUnfriendly,,
At least one terminal must be specified in optional() in ,ovShapePool,,
rcdevice.c - DevTypeNameGen[0],regionHash,,
rcdevice.c - DevTypeNameGen[1],numBadRegions,,
Number of terminals in termOrder should be equal to the number of terminals in ,isNodeOverriddenOnPath.part.0,,
term %s does not exist in termOrder in ,processAdjacentShape,,
Ignoring duplicate device extraction:,RODBG,,
    %s%s,pM,,
"Cannot have whitespace in term name '%s', model '%s'",pOverrideSet,,
"Non printable character found in term name '%s', model '%s'",travPool,,
"Bad character found in term name '%s' - '%c', model '%s'",processAdjacentPin,,
Cannot have more then one terminal '%s' with the same name.,traverseGroup,,
"Device '%s', terms [%s]",traversalCore,,
Device cannot have parenthesis in the model name '%s',rgniTraverseInstanceTree,,
Cannot have two extractions with the same model name '%s',sInstPool,,
"and different terminal numbers (%d, %d) or different terminal",gInstPool,,
"names ( [%s], [%s] ).",passThru,,
Layer '%s' cannot be both a device recognition layer and a interconnect layer,RgnHash,,
Spaces are not allowed in the model name for ,pinRegionPool,,
"Use cellView( ""cell view library"") in ",rootSets,,
extractMOS() must have 3 or 4 layers,MaxGroup,,
Only 1 gate terminal is allowed,statArray,,
allowed for extractMOS() command,overrideSet,,
Only 2 source/drain terminals are ,selangedgen.c,,
Only 1 bulk-gate terminal is allowed,getHashValFromFirstVarOfGroupData,,
extractLDD() must have 3 or 4 layers,compareFirstVarOfGroupData,,
allowed for extractLDD() command,selSnapDumpGroupVarTable,,
extractLDD() expects different drain and source layers,analyzeGroupInsts,,
Requires only 1 terminal definition for layer ',debug,,
Exceeded 4 terminal layers in ,Mode,,
Requires 3 terminal layers in ,buildVarsOfGroup,,
Duplicate BJT terminal layer ',compareFirstVarWithSameOff,,
(AVRC-10075) : Too many terminals definition for layer ',getHashValFromFirstVarWithSameOff,,
Exceeded maximum number of 3 terminal definition layers ,newGroupIdList,,
Requires 2 to 3 terminal definition layers in the ,groupInstSeqList,,
Duplicate diode terminal layer ',oldGroupIdList,,
Exceeded maximum number of 2 terminal definition layers ,snapGroupIdList,,
Requires 1 to 2 terminal definition layers in the ,varCount,,
Duplicate resistor terminal layer ',assocGroupInstSeqList,,
(AVRC-10136) : Too many terminals definition for layer ',equivalent2.34579,,
Duplicate capacitor terminal layer ',equivalent1.34578,,
Requires 2 terminal definition layers in the ,compareVarGroupMapData,,
Duplicate cell contact terminal layer ',getHashValFromVarGroupMapData,,
    <<<<<  D E V I C E  >>>>>,elimVarCount,,
  ,selflat.c,,
  LNUM = %d  MAXTERM = %d  INPUTS = ,selglobal.c,,
"    devLayer = %d,  MODEL = ""%s""  devId = %d  lnum = %d",selhash.c,,
cannot be used inside a processWithin command,selAdjKey,,
Expecting a string input to namePrefix but got: %L in ,selAdjCmp,,
Expecting one argument to namePrefix but got: %L in ,selCrossKey,,
Expecting a string input to termOrder but got: %L in ,selCrossCmp,,
Expecting one argument to termOrder but got: %L in ,selRegionKey,,
Expecting a string input to instParameters but got: %L in ,selRegionCmp,,
Expecting one argument to instParameters but got: %L in ,selnetopt.c,,
Expecting a string input to propMapping but got: %L in ,instCmp,,
Expecting one argument to propMapping but got: %L in ,instKey,,
'is not connected. Please do not nest it within an extractDevice command,processOneNet,,
Only one optional terminal per each terminal layer is allowed in ,selvertex.c,,
Duplicate device terminal layer ',check_range,,
' to model name for this device,set_range,,
Assigning recognition layer name ',edges_have_common_part,,
All terminal layers have been specified in bulkLayer(),selEdgeIdentity,,
' with inconsistent terminal order and termOrder designated in the later one. This will confuse the RCX SPICE ouptut. Please compile rule with 'appDumpTaskList 1' set in vdbconfig.dat to expand the rule if needed. Here is the two extractDevice,selEdgeGeneratePreliminaryResult,,
' due to the terminal order is not consistent. Please compile rule with 'appDumpTaskList 1' set in vdbconfig.dat to expand the rule if needed. Here is the two extractDevice,i_array_size,,
' are different. Please compile rule with 'appDumpTaskList 1' set in vdbconfig.dat to expand the rule if needed. Here is the two extractDevice,edge_link_size,,
' with inconsistent terminal count. Please compile with 'appDumpTaskList 1' set in vdbconfig.dat to expand the rule if needed. Here is the two extractDevice,i_array,,
 for spiceModel argument,edge_ref_array,,
 is allowed.,edge_link_array,,
Only one spiceModel per ,edgeStructAllocator,,
 for cellView argument,angle_array,,
 too many words,edgeReferenceAllocator,,
Only one cellView per ,vertexHash,,
Only one prefixDevice per ,edgeLinkAllocator,,
 for the terminal name,vertexStructAllocator,,
optional,edge_b2_size,,
Unknown option %L found in ,edge_b1_size,,
rcdevice.c - DevTypeName[0],edge_b1,,
rcdevice.c - DevTypeName[1],edge_b2,,
rcdevice.c - DevTypeName[2],selEdgeUnfrOneLayer,,
rcdevice.c - DevTypeName[3],v_rule,,
rcdevice.c - DevTypeName[4],selEdgeUnfrTwoLayer,,
rcdevice.c - DevTypeName[5],singularCheckData,,
rcdevice.c - DevTypeName[6],active_pri2,,
SI,active_pri1,,
rcdevice.c - DevTypeName[7],active_sec1,,
rcdevice.c - DevTypeName[8],active_sec2,,
rcdevice.c - devCount,currentOutLayer,,
%s_%s_%d_shape,generateWholeEdge,,
%s_%s_%d,wholeEdgeLayer,,
bulkLayers,complexOneLayerMode,,
prefixDevice,currentWholeEdgeOutLayer,,
textProperty,sepcut.c,,
targetLayer,sepClipPolyFun,,
"'`""/",sepCutLayerToBox,,
 to set the cellview name,points.32866,,
 for extractMOS() command,sepenc.c,,
 for extractLDD() command,sepufRqEnc,,
Only 1 drain terminal is ,sepCalcEdgeEncRect.isra.0,,
Only 1 source terminal is ,sepCreateEdgeEncMarkers.isra.0,,
rcdevice.c - pack,points1.31835,,
%6d. extractMOS(),points1.31860,,
extractMOS%L,sepEncTaskNum,,
for the device model name,appSavePrimaryEncUnf,,
Only one targetLayer ,savePrimaryEncUfLay2,,
"Extra input '""%s""' found in ",savePrimaryEncUfLay1,,
Extra input '%g' found in ,points1.31884,,
Requires model name in ,sepfig.c,,
%6d. extractMOS%L,sepPointError.isra.0,,
%6d. extractLDD(),numInfo.33530,,
extractLDD%L,sepGetEmanEdge,,
%6d. extractLDD%L,numWarn5.33517,,
%6d. extractBJT(),numInfo0.33556,,
extractBJT%L,numInfo4.33557,,
 for the device type,sepmain.c,,
; use extractDevice command,sepProcessPreliminaryResults,,
%6d. extractBJT%L,sepFindSpacingErrors,,
%6d. extractDIODE(),sepover.c,,
extractDIODE%L,sepGetIntersectingCandidates,,
%6d. extractDIODE%L,sepGetOverrideCandidatesThatOverlap,,
%6d. extractRES(),sepGetOverrideCandidatesUsingShapes,,
extractRES%L,sepGetMoreOverrideCandidatesUsingShapes,,
%6d. extractRES%L,sepGetMoreOverrideCandidatesThatOverlap.isra.0,,
%6d. extractCAP(),sepreal.c,,
extractCAP%L,sepGatherInLayWithResLay,,
%6d. extractCAP%L,sepufSetOrigNetNum1,,
%6d. extractCellContact(),sepufSetOrigRegNum1,,
extractCellContact%L,sepufSetOrigNum1,,
SUBCON,sepGatherNeighbors,,
Requires target layer in ,sepGetParLayIntersect.isra.0,,
%6d. extractCellContact%L,sepsctr.c,,
     TNUM   TNAMES (ORDERS),sepScatterOverride,,
%7d     ,sepOutLay,,
optional ,sepufSameNet,,
"""%s"" (%d) ",sepufDiffNet,,
[IND spiral]   ,sepufNotch,,
[IND spoke]    ,sepufSep,,
[IND substrate],sepufSepSameNet,,
[NA],sepufSepDiffNet,,
", Layers = ",sepCopyRealErrors,,
     bulkLyrs = ,sepSeparateRealErrors,,
     labelLyrs = ,sepMoveNonRealErrors,,
     text Property lyrs = ,sepScatterPrep,,
"spiceModel = ""%s""",haveLock,,
"cellView = ""%s""",openLayerPool,,
optional( ,openLayerGroups,,
    extract%s( ,sepLookUpParentArrayCell.localalias,,
bulkLayers( ,septransfer.c,,
targetLayer( %s ) ,sepTransCase,,
physical ,numWarn.31392,,
flagMalformed ,septrimres.c,,
"namePrefix( ""%s"" ) ",projectPoint.isra.0,,
"prefixDevice( ""%s"" ) ",DISTANCE,,
termOrder( ,processEdgePairwithPolyTree,,
instParameters( ,CellId,,
propMapping( ,sepwidth.c,,
"spiceModel(""%s"")",sepPrintLimits2,,
" cellView(""%s"")",sepPrintCheck2,,
malformed device %s,sepCreateErrorRegion,,
 ;  labelDevice( ,numWarn1.31097,,
( %s %d ,sepCheckWidth,,
 ;  textProperty( ,sepCheckPerpWidth,,
%6d. labelInstance(),sepCheckRectWidth,,
%6d. labelInstance%L,sizdog.c,,
rcdevice.c,sizedge.c,,
*MODEL*,sizShapeKey,,
%s_av%d,sizShapeInstCmp,,
%6d. extractDevice(),sizEdgePairProcess,,
extractDevice%L,AKends,,
Only one bulkLayers per ,endsTmpLayerId,,
Only one namePrefix per ,sizTrace1,,
Only one termOrder per ,sizufColinearEdges,,
Only one instParameters per ,sizDist,,
Only one propMapping per ,endsCellId,,
%6d. extractDevice%L,endsLayerId,,
' for the bulk layer,endsClipMode,,
No terminal layer ',ufTmpLayerId,,
Input layer not defined ,sizChainMeldFunc,,
Recognition layer cannot be undeThe multiple definition device 'The termOrder is inserted for multiple definitioThe terminals of multiple defini_measureCTIParameter(),sizBoxEnclosed,,
Expecting Function Name,sizIsEdgeUnfriendly.isra.0,,
angleTolerance,sizEdgeProcess,,
Undefined function '%s',sizMergeColinearEdges.constprop.0,,
Internal Error ,sizflat.c,,
_geomCTICenterHole(),sizRectToEdges,,
Expecting function,sizPolygonToEdges.constprop.0,,
innerDiaError,sizPolygonToModelEdges,,
_extractSIDevice(),sizPolygonToEdges,,
Expecting Device Name,processShrinkCluster,,
Expecting Function or Switch,processCluster,,
spiral,sizmodel.c,,
spoke,sizMeldFunc,,
substrate,sizmMeldFunc,,
Undefined function %s,sizFlatHandler,,
", Illegal State",shrinkFlatHandler,,
Expecting cellView String ,sizthin.c,,
"unexpected flag, %s",cmp_groupInstSeq,,
_extractCTIDevice(),sizGetNearbyShapes,,
Undefined flag '%s',sizFindThinAreas.part.0,,
centerTap,numWarn.32548,,
_geomCTISpiralCheck(),utlangle.c,,
widthError,utlCreateAcuteVert1,,
spacingError,utlAcutePolyAngles,,
bendAngleError,utlInDogEarRegion,,
centerHole,utlExistOSizeDogEar,,
spiralComplete,utlExistOSizeDogEar3.isra.0,,
spiralLayers,utlAddDogEarSuspectArea.isra.0,,
oneTurnCTI,utlButtsAcuteAngle3,,
Expecting Width Error layer,utlCreateLessThan180AngleTable,,
Expecting Spacing Error layer,utlAnglesHasCoinEdge,,
innerDiaError( %s %5.2f ) ,utlAnglesHasCoinEdge3,,
angleTolerance( %5.2f ) ,utlannih.c,,
 inLayer = %d  outLayer = %d,shapeOverridePairUf,,
_measureSIParameter(),overrideIdArray,,
Expecting function ,AnnihilateCount,,
turnOnSpiralEnd,utlcount.c,,
Undefined shape type '%s',utlufCountShape,,
 Illegal State ,utllayer.c,,
Internal Error : ,utltasklay.c,,
_measureSIParameter%L,layName.30261,,
SPK_TERM,utlunpair.c,,
length ( %s butting %s ),utlConvertParentEdgePairs,,
SPK_LEN,varanalyze.c,,
perimeter ( %s ),callGvg,,
SPK_PERI,varcadr.c,,
 0.5 * %s - %s ,sicomp,,
_geomSpiralCenter(),xorExpand,,
Expecting In layer,sihash,,
Expecting function name,Split,,
Expecting layer ,GetPt,,
", invalid State ",addCommonShape,,
_geomSpiralCenter%L,repShape,,
Device Name required for ,diffShape,,
_extractSIDevice%L,DelPt,,
appCTIUseFirstSpiralLayerOnly,convertToPolygon,,
SPOKE,varStep1,,
B_%d,overrideShapeFunc,,
_measureCTIParameter%L,xorResults.isra.0,,
_geomCTISpiralCheck%L,xorShape,,
_geomOneTurnCTIHole%L,staticCloneLayer,,
_geomCTICenterHole%L,staticAnotBLayer,,
_extractCTIDevice%L,staticBnotALayer,,
    _extractSIDevice(,bChildCutParents,,
"%s""%s""",vdblarge.c,,
%s%s( ,analyzeLayer,,
"%scellView( ""%s"" )",vdbsctr.c,,
"%sspiceModel( ""%s"" )",analyzeParent,,
%slabel( ,sState,,
%sflagMalformed,instPool,,
    ) ,arrayList,,
    _extractCTIDevice(,rootStatus,,
    %s = _geomSpiralCenter( ,edgedge.c,,
    _geomSpiralCenter( ,EdgeSerial,,
%s widthError( %s %5.2f ) ,gvgmain.c,,
%s spacingError( %s %5.2f ) ,gvgtravhier.c,,
%s angleTolerance( %5.2f ) ,gvgGlobalPath,,
"%s turnOnSpiralEnd( ""%s"" ) ",gvgTraverseHier.localalias,,
_geomOneTurnCenterHole,inbkgnd.c,,
    _geomCTISpiralCheck( ,markedCellHashKey,,
spiralComplete( %s ) ,markedCellHashCmp,,
%s centerHole( %s ) ,hashTopKey,,
%s spiralLayers( ,hashTopCmp,,
 inSprLyrs[%d] = %d ,hashLayKey,,
Unbound Spiral layer name %s encountered,hashLayCmp,,
Unbound Center Hole layer name %s encountered,isMskValid,,
Unbound Spiral Hole layer name %s encountered,hashParKey,,
Expecting Inner Diameter layer name or tolerance value,hashParCmp,,
Expecting angle tolerance value,localPolygonArea,,
Unbound layer name %s encountered,markChildCells,,
"Only 'cell [view [library]]' is allowed in cellView,",markedCellHash,,
Unbound Label layer name %s encountered,printTree,,
"Expecting Recognition Layer, but found unbound %s",isGroupInstsInsideLayer,,
Expecting function or switch name,pParentHash,,
Unbound Center Tap layer name %s encountered,coverAllGroupInsts,,
Unbound substrate layer name %s encountered,pushLayToCell,,
Unbound bulk layer name %s encountered,pTopHash,,
Unbound Spiral Complete layer name %s encountered,cutParentLayer.isra.0,,
Unbound Spiral In layer name %s encountered,layerBkgnd,,
Expecting Bend Angle Error layer,getMaxDepthTree.isra.0,,
 innerDiaErrLyr = %d  workLayer = %d,getMaxDepthTree.isra.0.part.0,,
' used in spiralINDPackage must be connected ,getLayDevRecogn,,
' used in centerTapINDPackage must be connected,inLyrs,,
Expecting layer for function %s ,modLyrs,,
"Expecting turn on spiral type ('none', 'outer', 'inner', 'both')",outLyrs,,
Spiral Layer must be defined : ,instListMem,,
The measurement type must be defined : ,LayItems,,
'; input to _measureSIParameter() cannot be an edge file,markCellNoBkgnd,,
Recognition layer must be specified,buildCellBkgnd,,
One ONE substrate layer (%d) is allowed to be specified,CutRatio,,
Center Hole must be defined : ,rgnglobal.c,,
'; input to _measureCTIParameter() cannot be an edge file,rgnmset.c,,
Measurement type undefined (Internal Error),mergeHashKey,,
A valid spiral layer and a valid center hole layer must be defined!,mergeHashCmp,,
Spiral terminals (%d) is not 2 or 0,mergePairKeyAB,,
%s innerDiaError( %s %5.2f ) ,mergePairCmpAB,,
%s bendAngleError( %s %5.2f ) ,mergePairKeyBA,,
    %s = _geomCTISpiralCheck( ,mergePairCmpBA,,
    <<<<< rcDumpSpiralCenter >>>>>  ,setManager,,
 sprlWidthErrLyr = %d  sprlSpacingErrLyr = %d,selangedg.c,,
 sprlInnerDiaErrLyr = %d  sprlBendAngleErrLyr = %d,edgSortRgn,,
    <<<<< rcDumpOneTurnCTICenterHole >>>>>  ,getAngledEdgesFromEdges,,
    <<<<< rcDumpCTICenterHole >>>>>  ,getAngledEdgesFromEdgesEnhancement,,
    <<<<< rcDumpCTISpiralCheck >>>>>  ,selangedg2.c,,
 inCompleteSprialLyr = %d  inCenterHoleLyr = %d,selUfOverride,,
 outLayer = %d  spiralWidthErrLyr = %d,getInterestingShapes,,
 spiralSpacingErrLyr = %d  spiralBendAngleErrLyr = %d,sep.c,,
